release time,life loan,ITEM_AMOUNT
2015-08-23,30,600000
2015-08-23,30,5000
2015-08-23,30,10000
2015-08-23,17,13500
2015-08-23,5,5000
2015-08-23,30,23634
2015-08-23,30,25000
2015-08-23,330,130000
2015-08-23,30,100000
2015-08-23,22,4500
2015-08-23,8,6000
2015-08-23,30,7400
2015-08-23,90,26800
2015-08-23,30,10000
2015-08-23,330,5000
,30,10000
2015-08-23,5,5000
,30,20000
,180,50525
2015-08-23,30,500
2015-08-22,5,500
2015-08-22,30,5000
,30,1000
2015-08-22,30,5000
,30,5000
2015-08-22,30,10000
2015-08-22,30,50000
2015-08-22,60,50000
2015-08-22,30,10000
2015-08-22,330,13000
2015-08-22,60,9800
2015-08-22,270,6000
2015-08-22,30,10000
2015-08-22,30,5000
,90,19735
2015-08-21,180,200000
2015-08-21,180,98400
2015-08-21,360,50000
2015-08-21,180,7000
2015-08-20,30,100000
2015-08-20,150,20000
2015-08-20,30,7700
,30,10000
,30,800
2015-08-20,30,5000
,90,19535
