id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD,
11110,\N,\N,\N,约标1：经营办公室设备借款周转一个月　[2224],40000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-12-27 10:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11111,\N,\N,\N,约 标2：经营胶袋制品借款周转一个月　[2214],30000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-27 09:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11112,\N,\N,\N,约 标3：经营胶袋制品借款周转一个月　[2216],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-26 14:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11113,\N,\N,\N,标5：经营五金借款周转一个月　[2212],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-27 14:20,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11114,\N,\N,\N,约 标3：经营五金借款周转一个月　[2211],70000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-26 11:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11115,\N,\N,\N,标1：经营胶带制品借款周转一个月　[2206],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-26 11:24,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11116,\N,\N,\N,标4：经营服饰批发借款周转3个月　[2185],30000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-27 16:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11117,\N,\N,\N,约 标4：经营五金借款周转一个月　[2198],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-25 11:37,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11118,\N,\N,\N,约 标2：经营五金借款周转一个月　[2194],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-25 10:06,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11119,\N,\N,\N,标1：经营五金借款周转一个月　[2183],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-26 12:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11120,\N,\N,\N,标6：电子商行公司借款周转一个月　[2180],41000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-24 22:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11121,\N,\N,\N,约 标5：电子商行公司借款周转一个月　[2179],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-24 09:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11122,\N,\N,\N,约 标4：电子商行公司借款周转一个月　[2178],39000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-24 09:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11123,\N,\N,\N,标:3：经营服饰批发借款周转3个月　[2173],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-25 23:07,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11124,\N,\N,\N,标1：电子商行公司借款周转一个月　[2153],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-24 10:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11125,\N,\N,\N,约 标3：电子商行公司借款周转一个月　[2164],60000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-23 11:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11126,\N,\N,\N,约标2：电子商行公司借款周转一个月　[2160],110000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-12-22 22:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11127,\N,\N,\N,标8：经营有机玻璃制品3月标　[2150],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-23 22:30,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11128,\N,\N,\N,标7：材料公司借款周转一个月　[2148],47000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-23 14:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11129,\N,\N,\N,标6：材料公司借款周转一个月　[2146],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-22 19:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11130,\N,\N,\N,标2：科技研发公司借款周转3个月　[2147],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-22 17:48,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11131,\N,\N,\N,约 标4：材料公司借款周转一个月　[2141],47000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-22 09:25,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11132,\N,\N,\N,标7：经营有机玻璃制品3月标　[2137],30000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-21 10:10,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11133,\N,\N,\N,标5：材料公司借款周转一个月　[2144],50000,\N,\N,1                                  个月,18,\N,生意周转,\N,2014-12-21 17:11,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11134,\N,\N,\N,约 标3：材料公司借款周转一个月　[2136],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-19 23:26,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11135,\N,\N,\N,约 标2：材料公司借款周转一个月　[2135],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-19 17:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11136,\N,\N,\N,约 标1：科技研发公司借款周转3个月　[2133],80000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,短期周转,\N,2014-12-19 15:33,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11137,\N,\N,\N,标1：材料公司借款周转一个月　[2134],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-19 20:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11138,\N,\N,\N,标6：广告公司借款周转1个月　[2130],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-19 11:48,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11139,\N,\N,\N,约 标4：广告公司借款周转1个月　[2127],70000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-18 23:17,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11140,\N,\N,\N,约标2：经营服饰批发　[2129],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-18 16:14,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11141,\N,\N,\N,约标1：经营服饰批发　[2125],160000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-18 15:57,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11142,\N,\N,\N,标5：广告公司借款周转1个月　[2128],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-19 10:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11143,\N,\N,\N,标3：广告公司借款周转1个月　　[2122],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-18 12:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11144,\N,\N,\N,标6：经营有机玻璃制品3月标　[2121],50000,\N,\N,3                                  个月,21.00                                 （月利率1.75%）,\N,生意周转,\N,2014-12-19 21:03,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11145,\N,\N,\N,约 标2：广告公司借款周转1个月　[2118],150000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-17 23:51,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11146,\N,\N,\N,标1：广告公司借款周转1个月　[2117],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-17 21:14,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11147,\N,\N,\N,标5：经营有机玻璃制品3月标　　[2116],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-17 11:54,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11148,\N,\N,\N,约 标5：办公设备公司借款周转一个月　[2115],120000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-17 11:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11149,\N,\N,\N,约标6：经营有机玻璃制品3月标　[2099],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-17 09:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11150,\N,\N,\N,标7：办公设备公司借款周转一个月　[2113],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-17 21:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11151,\N,\N,\N,标6：办公设备公司借款周转一个月　[2108],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-17 09:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11152,\N,\N,\N,约 标2：办公设备公司借款周转一个月　[2103],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-15 14:18,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11153,\N,\N,\N,标4：办公设备公司借款周转一个月　[2102],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-16 10:31,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11154,\N,\N,\N,约标5：经营有机玻璃制品3月标　[2098],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-15 09:55,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11155,\N,\N,\N,标4：经营有机玻璃制品3月标　[2097],50000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-17 21:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11156,\N,\N,\N,标3：办公设备公司借款周转一个月　[2094],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-15 13:00,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11157,\N,\N,\N,约 标3：经营有机玻璃制品3月标　　[2095],50000,\N,\N,3                                  个月,21.00                                 （月利率1.75%）,\N,短期周转,\N,2014-12-13 11:08,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11158,\N,\N,\N,标7：经营设备工程借款周转一个月　[2085],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-14 10:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11159,\N,\N,\N,标2：经营有机玻璃制品3月标　　[2092],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-14 16:52,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11160,\N,\N,\N,约 标1：办公设备公司借款周转一个月　[2086],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-12 19:34,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11161,\N,\N,\N,标6：经营设备工程借款周转一个月　[2084],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-13 10:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11162,\N,\N,\N,标6：经营石业资金周转1个月　[2072],30000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-11 23:03,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11163,\N,\N,\N,标5：经营设备工程借款周转一个月　[2073],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-11 12:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11164,\N,\N,\N,约 标4：经营设备工程借款周转一个月　[2070],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-10 15:11,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11165,\N,\N,\N,约标5：经营石业资金周转1个月　[2069],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-10 14:13,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11166,\N,\N,\N,约标3：经营石业资金周转1个月　[2062],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-10 12:45,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11167,\N,\N,\N,标1：经营有机玻璃制品3月标　[2059],40000,\N,\N,3                                  个月,20.00                                 （月利率1.6667%）,\N,生意周转,\N,2014-12-12 21:56,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,\N
11168,\N,\N,\N,标4：经营石业资金周转1个月　[2067],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-10 18:28,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11169,\N,\N,\N,约 标3：经营设备工程借款周转一个月　[2065],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-09 16:19,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11170,\N,\N,\N,约 标2：经营设备工程借款周转一个月　[2061],10000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-09 13:22,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11171,\N,\N,\N,约 标1：经营设备工程借款周转一个月　[2060],40000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-09 12:53,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11172,\N,\N,\N,标1：经营石业资金周转1个月　[2055],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-09 22:09,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11173,\N,\N,\N,标8：彩印设备公司借款周转一个月　[2053],10000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-09 09:35,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11174,\N,\N,\N,标7：彩印设备公司借款周转一个月　[2049],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-08 18:47,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11175,\N,\N,\N,约标1：经营石业资金周转1个月　[2046],170000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-06 21:46,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11176,\N,\N,\N,标6：彩印设备公司借款周转一个月　[2045],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-06 22:27,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11177,\N,\N,\N,标4：彩印设备公司借款周转一个月　[2044],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-05 20:49,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11178,\N,\N,\N,标5：彩印设备公司借款周转一个月　[2038],30000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-05 22:58,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11179,\N,\N,\N,标3：彩印设备公司借款周转一个月　[2039],60000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-05 16:50,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11180,\N,\N,\N,约 标2：彩印设备公司借款周转一个　[2035],100000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-05 12:27,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11181,\N,\N,\N,标1：彩印设备公司借款周转一个月　[2032],50000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-05 16:59,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
11182,\N,\N,\N,标10：LED产品研发公司借款一个月　[2027],47000,\N,\N,1                                  个月,18,\N,短期周转,\N,2014-12-04 19:39,按月分期还款,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5,\N
